date,total_transactions,missing_percent,anomaly_count,drift_score,alert
2024-04-05 00:00:00,156,4.27,2,42.96,Healthy
2024-04-06 00:00:00,109,0.61,0,20.76,Healthy
2024-04-07 00:00:00,135,0.58,1,47.41,Healthy
2024-04-08 00:00:00,157,1.49,0,40.24,Healthy
2024-04-09 00:00:00,153,0.36,3,9.3,Healthy
2024-04-10 00:00:00,125,4.72,0,13.32,Healthy
2024-04-11 00:00:00,157,4.64,2,35.67,Healthy
2024-04-12 00:00:00,161,0.49,2,6.08,Healthy
2024-04-13 00:00:00,138,3.18,3,23.48,Healthy
2024-04-14 00:00:00,116,1.39,3,35.44,Healthy
2024-04-15 00:00:00,147,3.0,3,23.09,Healthy
2024-04-16 00:00:00,157,1.5,1,9.94,Healthy
2024-04-17 00:00:00,138,1.25,1,33.08,Healthy
2024-04-18 00:00:00,141,0.54,0,47.16,Healthy
2024-04-19 00:00:00,161,1.93,2,44.36,Healthy
2024-04-20 00:00:00,128,0.14,1,18.87,Healthy
2024-04-21 00:00:00,129,4.99,3,43.25,Healthy
2024-04-22 00:00:00,152,0.34,3,15.33,Healthy
2024-04-23 00:00:00,134,0.41,0,39.18,Healthy
2024-04-24 00:00:00,167,0.75,1,24.96,Healthy
2024-04-25 00:00:00,158,0.47,1,37.9,Healthy
2024-04-26 00:00:00,153,1.21,18,181.86,Anomaly + Drift
2024-04-27 00:00:00,101,0.85,1,0,Healthy
2024-04-28 00:00:00,98,1.17,10,29.93,Anomaly Detected
2024-04-29 00:00:00,141,1.53,3,114.75,Drift Detected
2024-04-30 00:00:00,144,0.44,1,44.6,Healthy
2024-05-01 00:00:00,145,1.01,3,3.61,Healthy
2024-05-02 00:00:00,127,1.29,1,0,Healthy
2024-05-03 00:00:00,170,1.47,0,29.29,Healthy
2024-05-04 00:00:00,110,0.16,3,11.89,Healthy
2024-05-05 00:00:00,139,4.14,18,12.21,Anomaly Detected
2024-05-06 00:00:00,147,0.45,0,19.44,Healthy
2024-05-07 00:00:00,131,1.13,1,15.84,Healthy
2024-05-08 00:00:00,162,4.84,0,13.58,Healthy
2024-05-09 00:00:00,149,0.61,3,9.02,Healthy
2024-05-10 00:00:00,145,1.28,2,9.8,Healthy
2024-05-11 00:00:00,129,0.8,1,203.06,Drift Detected
2024-05-12 00:00:00,138,0.01,3,10.54,Healthy
2024-05-13 00:00:00,138,0.92,2,11.57,Healthy
2024-05-14 00:00:00,133,0.33,3,161.35,Drift Detected
2024-05-15 00:00:00,159,0.99,0,35.0,Healthy
2024-05-16 00:00:00,140,0.78,0,41.87,Healthy
2024-05-17 00:00:00,165,0.95,1,40.99,Healthy
2024-05-18 00:00:00,134,1.55,4,0,Healthy
2024-05-19 00:00:00,128,4.34,0,29.61,Healthy
2024-05-20 00:00:00,154,0,2,16.0,Healthy
2024-05-21 00:00:00,140,0.53,0,8.4,Healthy
2024-05-22 00:00:00,140,1.07,3,36.51,Healthy
2024-05-23 00:00:00,126,0.73,1,4.28,Healthy
2024-05-24 00:00:00,153,1.57,3,38.32,Healthy
2024-05-25 00:00:00,135,1.36,2,4.05,Healthy
2024-05-26 00:00:00,146,0.52,0,15.94,Healthy
2024-05-27 00:00:00,154,0.82,8,130.09,Anomaly + Drift
2024-05-28 00:00:00,142,0.65,0,260.02,Drift Detected
2024-05-29 00:00:00,168,1.4,1,4.05,Healthy
2024-05-30 00:00:00,153,0,3,15.82,Healthy
2024-05-31 00:00:00,159,0.73,12,40.87,Anomaly Detected
2024-06-01 00:00:00,108,0.28,0,21.33,Healthy
2024-06-02 00:00:00,117,0.99,3,44.19,Healthy
2024-06-03 00:00:00,140,1.19,2,22.85,Healthy
2024-06-04 00:00:00,144,0.93,1,24.91,Healthy
2024-06-05 00:00:00,128,0.52,4,17.51,Healthy
2024-06-06 00:00:00,131,0,1,11.34,Healthy
2024-06-07 00:00:00,151,0.57,0,10.3,Healthy
2024-06-08 00:00:00,116,0.81,0,23.22,Healthy
2024-06-09 00:00:00,142,0.81,2,23.97,Healthy
2024-06-10 00:00:00,139,0.78,1,5.38,Healthy
2024-06-11 00:00:00,144,0.59,4,52.78,Healthy
2024-06-12 00:00:00,163,0.11,1,26.88,Healthy
2024-06-13 00:00:00,163,1.06,4,0,Healthy
2024-06-14 00:00:00,154,4.22,19,25.99,Anomaly Detected
2024-06-15 00:00:00,127,0.48,1,11.81,Healthy
2024-06-16 00:00:00,116,4.18,0,6.92,Healthy
2024-06-17 00:00:00,129,4.82,0,20.11,Healthy
2024-06-18 00:00:00,150,0.34,2,14.59,Healthy
2024-06-19 00:00:00,144,0.98,0,8.31,Healthy
2024-06-20 00:00:00,121,0.74,0,15.25,Healthy
2024-06-21 00:00:00,143,3.99,3,18.1,Healthy
2024-06-22 00:00:00,134,0.54,1,21.35,Healthy
2024-06-23 00:00:00,129,0.52,3,0.11,Healthy
2024-06-24 00:00:00,158,0.78,2,24.61,Healthy
2024-06-25 00:00:00,134,0.84,3,33.44,Healthy
2024-06-26 00:00:00,140,1.3,0,12.88,Healthy
2024-06-27 00:00:00,140,3.12,3,0,Healthy
2024-06-28 00:00:00,154,0.69,0,15.94,Healthy
2024-06-29 00:00:00,139,0.05,0,11.38,Healthy
2024-06-30 00:00:00,123,0.98,16,24.56,Anomaly Detected
2024-07-01 00:00:00,122,0.39,12,37.82,Anomaly Detected
2024-07-02 00:00:00,140,0.94,4,5.68,Healthy
2024-07-03 00:00:00,143,0.06,1,15.64,Healthy
2024-07-04 00:00:00,135,0.5,2,44.38,Healthy
2024-07-05 00:00:00,136,0.58,2,19.18,Healthy
2024-07-06 00:00:00,123,1.2,1,59.65,Healthy
2024-07-07 00:00:00,130,0.63,0,20.53,Healthy
2024-07-08 00:00:00,155,0.53,0,8.47,Healthy
2024-07-09 00:00:00,139,0.34,1,3.06,Healthy
2024-07-10 00:00:00,142,0.99,2,24.16,Healthy
2024-07-11 00:00:00,147,0.75,1,19.02,Healthy
2024-07-12 00:00:00,126,0.87,2,94.28,Drift Detected
2024-07-13 00:00:00,114,0.67,17,37.89,Anomaly Detected
2024-07-14 00:00:00,143,1.5,1,36.71,Healthy
2024-07-15 00:00:00,114,0.36,0,15.42,Healthy
2024-07-16 00:00:00,144,0.88,0,9.54,Healthy
2024-07-17 00:00:00,115,1.24,2,197.38,Drift Detected
2024-07-18 00:00:00,155,0.39,3,49.07,Healthy
2024-07-19 00:00:00,151,0.37,0,0,Healthy
2024-07-20 00:00:00,148,0.81,0,35.64,Healthy
2024-07-21 00:00:00,94,1.31,0,42.42,Healthy
2024-07-22 00:00:00,148,0.24,2,0,Healthy
2024-07-23 00:00:00,128,0.44,19,194.73,Anomaly + Drift
2024-07-24 00:00:00,137,0.61,3,21.37,Healthy
2024-07-25 00:00:00,164,0.53,2,1.05,Healthy
2024-07-26 00:00:00,151,0.36,3,9.77,Healthy
2024-07-27 00:00:00,136,1.25,0,19.4,Healthy
2024-07-28 00:00:00,113,0.43,2,19.78,Healthy
2024-07-29 00:00:00,133,1.02,2,17.32,Healthy
2024-07-30 00:00:00,142,0.92,2,9.19,Healthy
2024-07-31 00:00:00,130,0,0,13.29,Healthy
2024-08-01 00:00:00,138,0.94,17,11.16,Anomaly Detected
2024-08-02 00:00:00,122,0.3,2,21.09,Healthy
2024-08-03 00:00:00,101,1.24,4,24.1,Healthy
2024-08-04 00:00:00,97,0.55,0,43.06,Healthy
2024-08-05 00:00:00,148,0.67,10,241.52,Anomaly + Drift
2024-08-06 00:00:00,138,1.78,1,9.49,Healthy
2024-08-07 00:00:00,106,0.91,0,3.95,Healthy
2024-08-08 00:00:00,139,2.79,18,26.03,Anomaly Detected
2024-08-09 00:00:00,153,0.43,3,18.72,Healthy
2024-08-10 00:00:00,127,0.45,3,25.59,Healthy
2024-08-11 00:00:00,130,0.77,0,22.99,Healthy
2024-08-12 00:00:00,144,0.92,4,23.28,Healthy
2024-08-13 00:00:00,129,4.89,4,23.15,Healthy
2024-08-14 00:00:00,142,0.41,3,9.55,Healthy
2024-08-15 00:00:00,143,1.58,2,14.67,Healthy
2024-08-16 00:00:00,110,3.37,3,15.16,Healthy
2024-08-17 00:00:00,117,0.77,2,32.69,Healthy
2024-08-18 00:00:00,122,0.95,3,17.07,Healthy
2024-08-19 00:00:00,141,0.07,3,4.64,Healthy
2024-08-20 00:00:00,140,0.44,0,0,Healthy
2024-08-21 00:00:00,127,1.05,0,175.63,Drift Detected
2024-08-22 00:00:00,152,1.59,1,36.81,Healthy
2024-08-23 00:00:00,137,0.68,2,32.47,Healthy
2024-08-24 00:00:00,131,1.27,0,12.98,Healthy
2024-08-25 00:00:00,106,1.04,0,12.58,Healthy
2024-08-26 00:00:00,145,0.75,2,6.95,Healthy
2024-08-27 00:00:00,125,0.43,0,0,Healthy
2024-08-28 00:00:00,126,0.47,1,32.1,Healthy
2024-08-29 00:00:00,131,0.14,2,0,Healthy
2024-08-30 00:00:00,122,0.73,2,29.24,Healthy
2024-08-31 00:00:00,114,0,4,40.59,Healthy
2024-09-01 00:00:00,131,1.08,3,33.8,Healthy
2024-09-02 00:00:00,142,0.59,1,24.54,Healthy
2024-09-03 00:00:00,133,0.92,3,10.17,Healthy
2024-09-04 00:00:00,145,0.55,0,17.43,Healthy
2024-09-05 00:00:00,131,0,0,15.54,Healthy
2024-09-06 00:00:00,132,1.01,2,23.69,Healthy
2024-09-07 00:00:00,112,0.53,1,6.94,Healthy
2024-09-08 00:00:00,105,1.61,2,5.11,Healthy
2024-09-09 00:00:00,141,0.44,0,1.13,Healthy
2024-09-10 00:00:00,146,1.13,0,7.94,Healthy
2024-09-11 00:00:00,123,0.31,2,25.16,Healthy
2024-09-12 00:00:00,119,0.95,1,29.26,Healthy
2024-09-13 00:00:00,163,0.99,1,22.68,Healthy
2024-09-14 00:00:00,120,0.83,0,22.14,Healthy
2024-09-15 00:00:00,116,0.84,1,35.9,Healthy
2024-09-16 00:00:00,142,1.77,6,25.0,Anomaly Detected
2024-09-17 00:00:00,107,1.7,2,43.67,Healthy
2024-09-18 00:00:00,127,0.5,2,18.79,Healthy
2024-09-19 00:00:00,131,0.17,1,228.34,Drift Detected
2024-09-20 00:00:00,142,0.85,20,216.26,Anomaly + Drift
2024-09-21 00:00:00,115,0.81,0,14.33,Healthy
2024-09-22 00:00:00,114,0.98,4,223.58,Drift Detected
2024-09-23 00:00:00,131,0.87,1,27.65,Healthy
2024-09-24 00:00:00,112,0.5,2,41.85,Healthy
2024-09-25 00:00:00,151,0.41,2,27.02,Healthy
2024-09-26 00:00:00,142,0.65,4,29.38,Healthy
2024-09-27 00:00:00,134,0.76,18,35.34,Anomaly Detected
2024-09-28 00:00:00,124,0.33,1,26.57,Healthy
2024-09-29 00:00:00,115,0.51,2,31.41,Healthy
2024-09-30 00:00:00,129,1.0,10,95.09,Anomaly + Drift
2024-10-01 00:00:00,131,0.36,3,31.42,Healthy
2024-10-02 00:00:00,133,1.92,2,29.76,Healthy
2024-10-03 00:00:00,118,0.27,3,23.33,Healthy
2024-10-04 00:00:00,126,0,1,25.6,Healthy
2024-10-05 00:00:00,124,0.86,3,0,Healthy
2024-10-06 00:00:00,98,0.03,1,12.04,Healthy
2024-10-07 00:00:00,113,1.5,3,12.51,Healthy
2024-10-08 00:00:00,118,1.79,0,30.1,Healthy
2024-10-09 00:00:00,120,1.0,0,9.48,Healthy
2024-10-10 00:00:00,141,0.45,3,92.45,Drift Detected
2024-10-11 00:00:00,130,0.89,6,23.67,Anomaly Detected
2024-10-12 00:00:00,102,1.59,3,13.85,Healthy
2024-10-13 00:00:00,105,0.7,1,51.26,Healthy
2024-10-14 00:00:00,130,1.22,2,27.49,Healthy
2024-10-15 00:00:00,116,0.86,2,16.32,Healthy
2024-10-16 00:00:00,151,1.01,3,16.05,Healthy
2024-10-17 00:00:00,105,1.26,1,0,Healthy
2024-10-18 00:00:00,119,3.81,0,11.95,Healthy
2024-10-19 00:00:00,126,0.0,0,16.58,Healthy
2024-10-20 00:00:00,108,0.86,1,21.48,Healthy
2024-10-21 00:00:00,115,0.37,2,12.76,Healthy
2024-10-22 00:00:00,131,0.22,1,22.53,Healthy
2024-10-23 00:00:00,139,0.54,0,15.97,Healthy
2024-10-24 00:00:00,136,0.32,0,32.97,Healthy
2024-10-25 00:00:00,111,0,3,34.59,Healthy
2024-10-26 00:00:00,126,0.78,0,27.71,Healthy
2024-10-27 00:00:00,101,0.94,0,21.39,Healthy
2024-10-28 00:00:00,122,0.8,0,14.96,Healthy
2024-10-29 00:00:00,113,1.31,0,28.59,Healthy
2024-10-30 00:00:00,148,0,18,29.37,Anomaly Detected
2024-10-31 00:00:00,117,4.67,0,0,Healthy
2024-11-01 00:00:00,154,0.4,4,6.51,Healthy
2024-11-02 00:00:00,111,1.17,2,15.59,Healthy
2024-11-03 00:00:00,116,0.38,3,0,Healthy
2024-11-04 00:00:00,131,1.56,0,204.31,Drift Detected
2024-11-05 00:00:00,130,1.08,3,29.2,Healthy
2024-11-06 00:00:00,119,0.35,4,52.44,Healthy
2024-11-07 00:00:00,124,1.35,0,15.55,Healthy
2024-11-08 00:00:00,125,1.53,6,20.96,Anomaly Detected
2024-11-09 00:00:00,136,0.34,2,19.77,Healthy
2024-11-10 00:00:00,125,0.25,0,29.41,Healthy
2024-11-11 00:00:00,155,0.37,2,15.46,Healthy
2024-11-12 00:00:00,133,0.11,2,32.1,Healthy
2024-11-13 00:00:00,120,1.39,0,8.49,Healthy
2024-11-14 00:00:00,140,0.33,4,143.02,Drift Detected
2024-11-15 00:00:00,135,0.73,0,58.58,Healthy
2024-11-16 00:00:00,96,0.36,2,18.62,Healthy
2024-11-17 00:00:00,113,0.48,2,7.79,Healthy
2024-11-18 00:00:00,123,0.94,0,66.72,Healthy
2024-11-19 00:00:00,142,0.15,3,18.97,Healthy
2024-11-20 00:00:00,129,0.46,2,4.95,Healthy
2024-11-21 00:00:00,139,3.79,2,8.55,Healthy
2024-11-22 00:00:00,147,1.37,3,32.87,Healthy
2024-11-23 00:00:00,118,1.4,0,24.98,Healthy
2024-11-24 00:00:00,129,0.31,3,32.05,Healthy
2024-11-25 00:00:00,120,0.73,3,17.76,Healthy
2024-11-26 00:00:00,134,0,3,44.84,Healthy
2024-11-27 00:00:00,128,0.29,0,28.51,Healthy
2024-11-28 00:00:00,137,1.05,0,29.07,Healthy
2024-11-29 00:00:00,156,0.84,0,24.19,Healthy
2024-11-30 00:00:00,104,0.58,0,116.88,Drift Detected
2024-12-01 00:00:00,107,1.75,2,12.56,Healthy
2024-12-02 00:00:00,161,3.54,1,5.02,Healthy
2024-12-03 00:00:00,118,0.31,0,6.57,Healthy
2024-12-04 00:00:00,131,1.26,14,227.51,Anomaly + Drift
2024-12-05 00:00:00,140,0.51,2,207.84,Drift Detected
2024-12-06 00:00:00,150,0.72,0,6.91,Healthy
2024-12-07 00:00:00,94,1.23,0,0,Healthy
2024-12-08 00:00:00,96,0.82,2,15.2,Healthy
2024-12-09 00:00:00,137,1.04,1,12.49,Healthy
2024-12-10 00:00:00,132,0.88,2,41.47,Healthy
2024-12-11 00:00:00,135,0.99,2,15.16,Healthy
2024-12-12 00:00:00,123,1.19,2,46.9,Healthy
2024-12-13 00:00:00,122,2.84,2,41.73,Healthy
2024-12-14 00:00:00,96,1.25,16,0,Anomaly Detected
2024-12-15 00:00:00,109,1.37,2,0,Healthy
2024-12-16 00:00:00,145,4.96,1,9.45,Healthy
2024-12-17 00:00:00,130,1.35,0,36.19,Healthy
2024-12-18 00:00:00,137,0.84,3,19.79,Healthy
2024-12-19 00:00:00,141,0.99,0,188.77,Drift Detected
2024-12-20 00:00:00,127,0.8,0,18.42,Healthy
2024-12-21 00:00:00,130,0.13,3,38.65,Healthy
2024-12-22 00:00:00,112,4.83,0,35.41,Healthy
2024-12-23 00:00:00,142,3.8,1,38.98,Healthy
2024-12-24 00:00:00,143,0.52,1,35.7,Healthy
2024-12-25 00:00:00,141,4.06,2,14.77,Healthy
2024-12-26 00:00:00,143,0.68,0,12.36,Healthy
2024-12-27 00:00:00,128,1.19,3,35.93,Healthy
2024-12-28 00:00:00,119,0.25,0,12.98,Healthy
2024-12-29 00:00:00,108,0.63,0,22.57,Healthy
2024-12-30 00:00:00,122,1.23,0,13.18,Healthy
2024-12-31 00:00:00,118,0.84,3,33.93,Healthy
2025-01-01 00:00:00,134,0.35,0,37.61,Healthy
2025-01-02 00:00:00,143,0.5,2,26.54,Healthy
2025-01-03 00:00:00,144,0.93,0,8.13,Healthy
2025-01-04 00:00:00,118,0.34,0,8.15,Healthy
2025-01-05 00:00:00,139,0.91,0,23.79,Healthy
2025-01-06 00:00:00,158,4.83,0,23.57,Healthy
2025-01-07 00:00:00,119,0.48,2,24.85,Healthy
2025-01-08 00:00:00,142,0.32,4,35.9,Healthy
2025-01-09 00:00:00,154,2.87,0,7.83,Healthy
2025-01-10 00:00:00,150,0.62,0,10.73,Healthy
2025-01-11 00:00:00,147,1.26,1,297.08,Drift Detected
2025-01-12 00:00:00,115,0.95,1,20.6,Healthy
2025-01-13 00:00:00,145,0.37,2,43.7,Healthy
2025-01-14 00:00:00,135,1.25,1,8.45,Healthy
2025-01-15 00:00:00,120,1.55,4,21.67,Healthy
2025-01-16 00:00:00,142,0.84,0,38.49,Healthy
2025-01-17 00:00:00,132,0.4,0,13.0,Healthy
2025-01-18 00:00:00,105,0.76,2,39.54,Healthy
2025-01-19 00:00:00,125,0.5,0,18.17,Healthy
2025-01-20 00:00:00,123,0.48,1,14.78,Healthy
2025-01-21 00:00:00,174,0.65,4,35.88,Healthy
2025-01-22 00:00:00,121,0.94,0,3.35,Healthy
2025-01-23 00:00:00,150,0.95,0,20.75,Healthy
2025-01-24 00:00:00,113,1.41,5,28.98,Healthy
2025-01-25 00:00:00,118,3.68,0,297.93,Drift Detected
2025-01-26 00:00:00,126,0.15,0,21.04,Healthy
2025-01-27 00:00:00,147,1.1,9,41.38,Anomaly Detected
2025-01-28 00:00:00,129,1.19,4,18.42,Healthy
2025-01-29 00:00:00,139,1.46,1,22.25,Healthy
2025-01-30 00:00:00,128,0.37,0,24.55,Healthy
2025-01-31 00:00:00,137,0.87,1,0,Healthy
2025-02-01 00:00:00,129,0.88,4,7.32,Healthy
2025-02-02 00:00:00,123,0.94,0,28.09,Healthy
2025-02-03 00:00:00,144,0.21,4,20.43,Healthy
2025-02-04 00:00:00,154,0.78,3,23.08,Healthy
2025-02-05 00:00:00,163,0.05,1,23.82,Healthy
2025-02-06 00:00:00,145,3.53,1,10.03,Healthy
2025-02-07 00:00:00,145,0.93,17,39.56,Anomaly Detected
2025-02-08 00:00:00,100,1.52,4,36.63,Healthy
2025-02-09 00:00:00,116,1.41,0,40.39,Healthy
2025-02-10 00:00:00,138,0.71,3,18.3,Healthy
2025-02-11 00:00:00,151,4.44,1,26.28,Healthy
2025-02-12 00:00:00,144,1.34,1,16.39,Healthy
2025-02-13 00:00:00,158,1.47,4,10.42,Healthy
2025-02-14 00:00:00,159,1.09,2,17.19,Healthy
2025-02-15 00:00:00,141,0.5,3,11.67,Healthy
2025-02-16 00:00:00,138,0.59,2,0,Healthy
2025-02-17 00:00:00,175,0.83,0,8.58,Healthy
2025-02-18 00:00:00,140,0.34,3,31.34,Healthy
2025-02-19 00:00:00,157,1.07,2,25.55,Healthy
2025-02-20 00:00:00,152,1.52,1,26.56,Healthy
2025-02-21 00:00:00,144,0.53,0,13.05,Healthy
2025-02-22 00:00:00,115,0.69,0,97.05,Drift Detected
2025-02-23 00:00:00,137,1.04,2,1.64,Healthy
2025-02-24 00:00:00,150,1.19,3,115.44,Drift Detected
2025-02-25 00:00:00,137,0.34,19,41.73,Anomaly Detected
2025-02-26 00:00:00,147,1.36,3,24.84,Healthy
2025-02-27 00:00:00,140,0.67,1,33.77,Healthy
2025-02-28 00:00:00,128,1.35,3,31.46,Healthy
2025-03-01 00:00:00,127,2.93,12,3.39,Anomaly Detected
2025-03-02 00:00:00,138,0.93,1,3.53,Healthy
2025-03-03 00:00:00,135,3.72,10,200.96,Anomaly + Drift
2025-03-04 00:00:00,133,0.54,2,12.14,Healthy
2025-03-05 00:00:00,151,0.56,0,44.3,Healthy
2025-03-06 00:00:00,160,0.24,2,41.24,Healthy
2025-03-07 00:00:00,146,1.39,1,23.2,Healthy
2025-03-08 00:00:00,132,1.37,4,39.01,Healthy
2025-03-09 00:00:00,152,3.41,1,41.39,Healthy
2025-03-10 00:00:00,143,3.84,2,195.7,Drift Detected
2025-03-11 00:00:00,157,0.96,0,33.3,Healthy
2025-03-12 00:00:00,149,1.04,1,26.88,Healthy
2025-03-13 00:00:00,163,3.59,2,27.91,Healthy
2025-03-14 00:00:00,159,0.96,3,39.79,Healthy
2025-03-15 00:00:00,132,1.23,3,24.2,Healthy
2025-03-16 00:00:00,139,1.14,0,12.44,Healthy
2025-03-17 00:00:00,146,0,1,19.67,Healthy
2025-03-18 00:00:00,149,1.06,1,52.4,Healthy
2025-03-19 00:00:00,136,1.22,15,13.31,Anomaly Detected
2025-03-20 00:00:00,138,1.03,3,31.46,Healthy
2025-03-21 00:00:00,149,0.03,1,30.04,Healthy
2025-03-22 00:00:00,146,0.87,0,14.07,Healthy
2025-03-23 00:00:00,122,0.86,3,7.8,Healthy
2025-03-24 00:00:00,166,0.81,0,19.73,Healthy
2025-03-25 00:00:00,143,0.15,1,4.13,Healthy
2025-03-26 00:00:00,162,0.55,3,26.38,Healthy
2025-03-27 00:00:00,160,0.92,0,13.01,Healthy
2025-03-28 00:00:00,141,1.34,2,0,Healthy
2025-03-29 00:00:00,129,0,0,165.15,Drift Detected
2025-03-30 00:00:00,128,0,1,35.69,Healthy
2025-03-31 00:00:00,126,0.29,3,28.71,Healthy
2025-04-01 00:00:00,145,1.22,2,29.44,Healthy
2025-04-02 00:00:00,153,0.97,2,36.39,Healthy
2025-04-03 00:00:00,152,1.32,1,30.98,Healthy
2025-04-04 00:00:00,151,4.5,0,20.44,Healthy
2025-04-05 00:00:00,118,0.07,0,18.67,Healthy
2025-04-06 00:00:00,107,0.36,2,35.36,Healthy
2025-04-07 00:00:00,154,0.57,1,16.38,Healthy
2025-04-08 00:00:00,153,1.08,2,14.02,Healthy
2025-04-09 00:00:00,166,0.77,2,43.08,Healthy
2025-04-10 00:00:00,157,0.76,1,285.18,Drift Detected
2025-04-11 00:00:00,149,1.89,0,6.04,Healthy
2025-04-12 00:00:00,126,0.5,5,42.74,Healthy
2025-04-13 00:00:00,129,0.65,0,18.03,Healthy
2025-04-14 00:00:00,150,0.88,2,14.23,Healthy
2025-04-15 00:00:00,158,1.01,3,23.96,Healthy
2025-04-16 00:00:00,155,0.24,0,3.0,Healthy
2025-04-17 00:00:00,151,1.5,2,9.57,Healthy
2025-04-18 00:00:00,155,3.36,0,28.02,Healthy
2025-04-19 00:00:00,145,0.27,3,41.36,Healthy
2025-04-20 00:00:00,128,0.29,2,31.34,Healthy
2025-04-21 00:00:00,139,0.73,1,23.14,Healthy
2025-04-22 00:00:00,149,1.11,2,17.24,Healthy
2025-04-23 00:00:00,147,1.36,0,13.66,Healthy
2025-04-24 00:00:00,153,1.67,0,6.61,Healthy
2025-04-25 00:00:00,145,0.44,1,19.35,Healthy
2025-04-26 00:00:00,98,0.86,0,23.83,Healthy
2025-04-27 00:00:00,117,0,1,19.38,Healthy
2025-04-28 00:00:00,144,0.66,1,25.6,Healthy
2025-04-29 00:00:00,130,3.23,0,28.81,Healthy
2025-04-30 00:00:00,166,0.55,1,36.11,Healthy
2025-05-01 00:00:00,131,0.65,0,26.71,Healthy
2025-05-02 00:00:00,154,0.89,0,25.32,Healthy
2025-05-03 00:00:00,143,0.98,0,34.55,Healthy
2025-05-04 00:00:00,113,0.97,0,23.78,Healthy
2025-05-05 00:00:00,150,0.7,1,0,Healthy
2025-05-06 00:00:00,144,0.52,4,14.67,Healthy
2025-05-07 00:00:00,131,1.15,6,24.08,Anomaly Detected
2025-05-08 00:00:00,150,0.5,18,109.03,Anomaly + Drift
2025-05-09 00:00:00,149,0.99,2,0,Healthy
2025-05-10 00:00:00,135,0.61,4,0,Healthy
2025-05-11 00:00:00,125,1.04,2,40.17,Healthy
2025-05-12 00:00:00,147,0.76,1,51.55,Healthy
2025-05-13 00:00:00,154,0.76,1,9.09,Healthy
2025-05-14 00:00:00,121,1.27,1,28.67,Healthy
2025-05-15 00:00:00,175,1.74,3,39.89,Healthy
2025-05-16 00:00:00,145,0.75,1,40.54,Healthy
2025-05-17 00:00:00,142,0.72,2,14.86,Healthy
2025-05-18 00:00:00,136,0.32,3,21.87,Healthy
2025-05-19 00:00:00,132,1.08,0,32.94,Healthy
2025-05-20 00:00:00,178,4.94,0,29.15,Healthy
2025-05-21 00:00:00,148,0.74,0,18.44,Healthy
2025-05-22 00:00:00,170,0.34,3,10.73,Healthy
2025-05-23 00:00:00,150,1.1,2,26.25,Healthy
2025-05-24 00:00:00,133,2.67,3,19.6,Healthy
2025-05-25 00:00:00,138,1.37,2,0,Healthy
2025-05-26 00:00:00,154,1.5,0,45.08,Healthy
2025-05-27 00:00:00,152,0.76,1,30.12,Healthy
2025-05-28 00:00:00,146,0.83,1,42.7,Healthy
2025-05-29 00:00:00,161,1.39,0,3.67,Healthy
2025-05-30 00:00:00,136,0.55,0,32.32,Healthy
2025-05-31 00:00:00,120,0.49,2,22.75,Healthy
2025-06-01 00:00:00,114,4.73,4,14.59,Healthy
2025-06-02 00:00:00,154,0.6,1,26.36,Healthy
2025-06-03 00:00:00,143,0.75,2,33.86,Healthy
2025-06-04 00:00:00,133,0.72,4,11.98,Healthy
2025-06-05 00:00:00,153,0.88,1,0,Healthy
2025-06-06 00:00:00,145,0.44,1,36.14,Healthy
2025-06-07 00:00:00,108,0.4,17,208.86,Anomaly + Drift
2025-06-08 00:00:00,144,1.33,4,32.32,Healthy
2025-06-09 00:00:00,150,1.66,2,7.94,Healthy
2025-06-10 00:00:00,149,1.28,2,236.22,Drift Detected
2025-06-11 00:00:00,137,0.49,1,0,Healthy
2025-06-12 00:00:00,151,0.16,0,10.1,Healthy
2025-06-13 00:00:00,135,0.97,2,10.73,Healthy
2025-06-14 00:00:00,129,1.11,2,15.45,Healthy
2025-06-15 00:00:00,118,0.6,2,29.29,Healthy
2025-06-16 00:00:00,133,0.14,10,216.35,Anomaly + Drift
2025-06-17 00:00:00,142,1.42,19,186.26,Anomaly + Drift
2025-06-18 00:00:00,148,1.21,1,50.27,Healthy
2025-06-19 00:00:00,160,0.95,2,0,Healthy
2025-06-20 00:00:00,142,1.15,1,40.25,Healthy
2025-06-21 00:00:00,140,0.37,1,15.08,Healthy
2025-06-22 00:00:00,128,1.33,1,8.46,Healthy
2025-06-23 00:00:00,146,0.59,3,45.92,Healthy
2025-06-24 00:00:00,126,0.6,17,243.98,Anomaly + Drift
2025-06-25 00:00:00,123,4.79,1,35.79,Healthy
2025-06-26 00:00:00,137,0,2,291.56,Drift Detected
2025-06-27 00:00:00,158,1.17,1,13.86,Healthy
2025-06-28 00:00:00,148,0.4,2,24.74,Healthy
2025-06-29 00:00:00,116,0.91,0,14.72,Healthy
2025-06-30 00:00:00,156,1.04,2,2.11,Healthy
2025-07-01 00:00:00,149,0.44,4,28.13,Healthy
2025-07-02 00:00:00,152,1.13,2,30.14,Healthy
2025-07-03 00:00:00,146,0.88,0,0,Healthy
2025-07-04 00:00:00,155,0.99,1,16.66,Healthy
2025-07-05 00:00:00,129,0.46,3,19.41,Healthy
2025-07-06 00:00:00,119,3.9,2,27.99,Healthy
2025-07-07 00:00:00,138,4.05,4,30.25,Healthy
2025-07-08 00:00:00,138,1.41,2,29.63,Healthy
2025-07-09 00:00:00,128,1.15,5,21.69,Healthy
2025-07-10 00:00:00,128,0.89,3,25.28,Healthy
